street,long,lat,city_id,town_id,neighborhood,postal
Rua 4,,,11,4,Caldas do Oeste,75689-015
Avenida Araxá,,,11,4,Caldas do Oeste,75689-018
Rua 23,,,11,4,Caldas do Oeste,75689-021
Rua 14,,,11,4,Caldas do Oeste,75689-024
Rua 16,,,11,4,Caldas do Oeste,75689-027
Avenida Águas da Prata,,,11,4,Caldas do Oeste,75689-030
Rua 15,,,11,4,Caldas do Oeste,75689-033
Rua 39,,,11,4,Caldas do Oeste,75689-036
Avenida Lindóia,,,11,4,Caldas do Oeste,75689-039
Rua 17,,,11,4,Caldas do Oeste,75689-042
Rua 9,,,11,4,Caldas do Oeste,75689-045
Rua 11,,,11,4,Caldas do Oeste,75689-048
Rua 18,,,11,4,Caldas do Oeste,75689-051
Rua 5,,,11,4,Caldas do Oeste,75689-054
Rua 1,,,11,4,Caldas do Oeste,75689-057
Rua 41,,,11,4,Caldas do Oeste,75689-060
Rua 13,,,11,4,Caldas do Oeste,75689-063
Avenida Poços de Caldas,,,11,4,Caldas do Oeste,75689-066
Rua 19,,,11,4,Caldas do Oeste,75689-069
Rua 20,,,11,4,Caldas do Oeste,75689-072
Rua 21,,,11,4,Caldas do Oeste,75689-075
Rua 6,,,11,4,Caldas do Oeste,75689-078
Rua 27,,,11,4,Caldas do Oeste,75689-081
Rua 31,,,11,4,Caldas do Oeste,75689-084
Rua 33,,,11,4,Caldas do Oeste,75689-087
Rua 37,,,11,4,Caldas do Oeste,75689-090
Rua 8,,,11,4,Caldas do Oeste,75689-093
Avenida Caxambu,,,11,4,Caldas do Oeste,75689-096
Rua 10,,,11,4,Caldas do Oeste,75689-099
Rua 12,,,11,4,Caldas do Oeste,75689-102
Rua 25,,,11,4,Caldas do Oeste,75689-105
Rua 3,,,11,4,Caldas do Oeste,75689-108
Avenida Serra Negra,,,11,4,Caldas do Oeste,75689-111
Avenida Guarapari,,,11,83,Parque Real,75689-120
Rua Jovelina de Melo,,,11,83,Parque Real,75689-123
Rua do Contorno,,,11,83,Parque Real,75689-126
Rua Maria Tereza de Godoy,,,11,83,Parque Real,75689-129
Rua Joaquim Rodrigues de Godoy,,,11,83,Parque Real,75689-132
Rua Mário de Godoy,,,11,83,Parque Real,75689-135
Rua Francisco Borges de Almeida,,,11,83,Parque Real,75689-138
Rua Josino Bretas,,,11,83,Parque Real,75689-141
Rua Olegário Borges de Godoy,,,11,83,Parque Real,75689-144
Rua André Ala,,,11,83,Parque Real,75689-147
Rua Antônio Santos,,,11,83,Parque Real,75689-150
Rua Ascelino Lopes de Moraes,,,11,83,Parque Real,75689-153
Rua Deputado José de Assis,,,11,83,Parque Real,75689-156
Rua Djanira Palmerston,,,11,83,Parque Real,75689-159
Rua Paulo Machado,,,11,83,Parque Real,75689-162
Rua Leonel Fleury,,,11,83,Parque Real,75689-165
Rua Doutor Emílio Fleury,,,11,83,Parque Real,75689-168
Alameda das Paineiras,,,11,83,Parque Real,75689-171
Rua Dona Irani Borges Santos,,,11,83,Parque Real,75689-174
Rua Doutor Sebastião de Souza,,,11,83,Parque Real,75689-177
Rua Dona Maria Joana Santos Morais,,,11,83,Parque Real,75689-180
Rua Doutor Gumercindo Otero,,,11,83,Parque Real,75689-183
Rua Samuel de Souza,,,11,83,Parque Real,75689-186
Rua Luiz Gonzaga de Menezes,,,11,83,Parque Real,75689-189
Rua Doutor Olavo de Castro,,,11,83,Parque Real,75689-192
Rua José Luiz de Medeiros,,,11,83,Parque Real,75689-195
Rua do Bicudo,,,11,83,Parque Real,75689-198
Rua Fernando Gonzaga,,,11,83,Parque Real,75689-201
Avenida Bento de Godoy Neto,,,11,121,Santa Efigênia,75689-210
Rua Recenvindo Rocha,,,11,121,Santa Efigênia,75689-213
Rua Antônio José Pinto Neto,,,11,121,Santa Efigênia,75689-216
Rua Aníbal Pereira,,,11,121,Santa Efigênia,75689-219
Rua Joaquim Firmino dos Reis,,,11,121,Santa Efigênia,75689-222
Rua Valdivina Divina Ribeiro,,,11,121,Santa Efigênia,75689-225
Rua Zacarias Martins de Lima,,,11,121,Santa Efigênia,75689-228
Rua João Silvestre de Moraes,,,11,121,Santa Efigênia,75689-231
Rua José Calzavara,,,11,121,Santa Efigênia,75689-234
Rua João Araújo Lima,,,11,121,Santa Efigênia,75689-237
Rua Eudoxio Gonzaga de Menezes,,,11,121,Santa Efigênia,75689-240
Rua Otacílio de Araújo Lima,,,11,121,Santa Efigênia,75689-243
Rua João da Cruz,,,11,121,Santa Efigênia,75689-246
Rua João Silvestre,,,11,121,Santa Efigênia,75689-249
Rua Zulmira Carneiro,,,11,121,Santa Efigênia,75689-252
Rua Luiz de Brito,,,11,121,Santa Efigênia,75689-255
Rua João de Brito,,,11,121,Santa Efigênia,75689-258
Rua Filadelfo Ferreira Rispoli,,,11,121,Santa Efigênia,75689-261
Rua José Monteiro de Carvalho,,,11,121,Santa Efigênia,75689-264
Rua Anaídes de Brito,,,11,121,Santa Efigênia,75689-267
Rua Ladislau Hon,,,11,121,Santa Efigênia,75689-270
Rua Doutor Jair Pimenta Carneiro,,,11,121,Santa Efigênia,75689-273
Rua Moacir Diniz,,,11,121,Santa Efigênia,75689-276
Rua Gilberto dos Reis Junqueira,,,11,121,Santa Efigênia,75689-279
Rua Archimedes de Melo,,,11,121,Santa Efigênia,75689-282
Rua Edson Pires dos Santos,,,11,121,Santa Efigênia,75689-285
Rua Américo Ribeiro de Lima,,,11,121,Santa Efigênia,75689-288
Rua Geferson Aragão Júnior,,,11,121,Santa Efigênia,75689-291
Rua Cesária Rosa da Silva,,,11,121,Santa Efigênia,75689-294
Rua Antônio Antenor Rodovalho,,,11,121,Santa Efigênia,75689-297
Rua Dona Maria Joana Santos Morais,,,11,122,Setor Aeroporto,75689-330
Rua Doutor Isalto,,,11,122,Setor Aeroporto,75689-332
Rua A 3,,,11,122,Setor Aeroporto,75689-334
Rua A 5,,,11,122,Setor Aeroporto,75689-336
Rua A 4,,,11,122,Setor Aeroporto,75689-338
Rua A 2,,,11,122,Setor Aeroporto,75689-340
Rua A 1,,,11,122,Setor Aeroporto,75689-342
Alameda das Paineiras,,,11,122,Setor Aeroporto,75689-344
Rua A 6,,,11,122,Setor Aeroporto,75689-346
Rua A 7,,,11,122,Setor Aeroporto,75689-348
Rua A 8,,,11,122,Setor Aeroporto,75689-350
Avenida Coronel Bento de Godoy,,,11,122,Setor Aeroporto,75689-352
Rua Eduardo Godoy de Freitas,,,11,122,Setor Aeroporto,75689-354
Rua A 12,,,11,122,Setor Aeroporto,75689-356
Rua A 13,,,11,122,Setor Aeroporto,75689-358
Rua A 14,,,11,122,Setor Aeroporto,75689-360
Rua A 15,,,11,122,Setor Aeroporto,75689-362
Rua A 16,,,11,122,Setor Aeroporto,75689-364
Rua A 17,,,11,122,Setor Aeroporto,75689-366
Rua A 18,,,11,122,Setor Aeroporto,75689-368
Rua A 19,,,11,122,Setor Aeroporto,75689-370
Rua A 20,,,11,122,Setor Aeroporto,75689-372
Rua A 21,,,11,122,Setor Aeroporto,75689-374
Rua A 12,,,11,124,Setor Bela Vista,75689-420
Avenida Coronel Bento de Godoy,,,11,124,Setor Bela Vista,75689-422
Rua Eduardo Godoy de Freitas,,,11,124,Setor Bela Vista,75689-424
Rua BV 1,,,11,124,Setor Bela Vista,75689-426
Rua A 19,,,11,124,Setor Bela Vista,75689-428
Rua A 21,,,11,124,Setor Bela Vista,75689-430
Rua BV 2,,,11,124,Setor Bela Vista,75689-432
Rua BV 15,,,11,124,Setor Bela Vista,75689-434
Avenida Marginal Leste,,,11,124,Setor Bela Vista,75689-436
Rua BV 3,,,11,124,Setor Bela Vista,75689-438
Rua BV 4,,,11,124,Setor Bela Vista,75689-440
Rua BV 5,,,11,124,Setor Bela Vista,75689-442
Rua BV 6,,,11,124,Setor Bela Vista,75689-444
Rua BV 7,,,11,124,Setor Bela Vista,75689-446
Rua BV 8,,,11,124,Setor Bela Vista,75689-448
Rua BV 9,,,11,124,Setor Bela Vista,75689-450
Rua BV 10,,,11,124,Setor Bela Vista,75689-452
Rua BV 11,,,11,124,Setor Bela Vista,75689-454
Rua BV 12,,,11,124,Setor Bela Vista,75689-456
Rua BV 13,,,11,124,Setor Bela Vista,75689-458
Rua BV 14,,,11,124,Setor Bela Vista,75689-460
Rua BV 16,,,11,124,Setor Bela Vista,75689-462
Rua BV 22,,,11,124,Setor Bela Vista,75689-464
Rua BV 21,,,11,124,Setor Bela Vista,75689-466
Rua BV 20,,,11,124,Setor Bela Vista,75689-468
Rua BV 19,,,11,124,Setor Bela Vista,75689-470
Rua BV 18,,,11,124,Setor Bela Vista,75689-472
Rua BV 17,,,11,124,Setor Bela Vista,75689-474
Rua JPC 20,,,11,124,Setor Bela Vista,75689-476
Alameda Ribeirão das Caldas,,,11,57,Jardim Privê das Caldas,75689-480
Rua JPC 20,,,11,57,Jardim Privê das Caldas,75689-482
Rua JPC 26,,,11,57,Jardim Privê das Caldas,75689-484
Rua 01,,,11,57,Jardim Privê das Caldas,75689-485
Rua JPC 25,,,11,57,Jardim Privê das Caldas,75689-486
Rua 02,,,11,57,Jardim Privê das Caldas,75689-487
Rua JPC 24A,,,11,57,Jardim Privê das Caldas,75689-488
Rua JPC 24B,,,11,57,Jardim Privê das Caldas,75689-490
Rua JPC 1,,,11,57,Jardim Privê das Caldas,75689-492
Avenida Marginal Leste,,,11,57,Jardim Privê das Caldas,75689-494
Rua JPC 24,,,11,57,Jardim Privê das Caldas,75689-496
Rua JPC 23,,,11,57,Jardim Privê das Caldas,75689-498
Rua JPC 22,,,11,57,Jardim Privê das Caldas,75689-500
Avenida das Palmeiras,,,11,57,Jardim Privê das Caldas,75689-502
Rua JPC 21,,,11,57,Jardim Privê das Caldas,75689-504
Avenida Coronel Bento de Godoy,,,11,57,Jardim Privê das Caldas,75689-506
Rua JPC 2,,,11,57,Jardim Privê das Caldas,75689-508
Rua JPC 13,,,11,57,Jardim Privê das Caldas,75689-510
Rua JPC 14,,,11,57,Jardim Privê das Caldas,75689-512
Rua JPC 15,,,11,57,Jardim Privê das Caldas,75689-514
Rua JPC 16,,,11,57,Jardim Privê das Caldas,75689-516
Rua JPC 17,,,11,57,Jardim Privê das Caldas,75689-518
Rua JPC 18,,,11,57,Jardim Privê das Caldas,75689-520
Rua Interna,,,11,57,Jardim Privê das Caldas,75689-522
Rua JPC 19,,,11,57,Jardim Privê das Caldas,75689-524
Avenida das Brisas,,,11,57,Jardim Privê das Caldas,75689-526
Avenida Ipameri,,,11,57,Jardim Privê das Caldas,75689-528
Rua JPC 12,,,11,57,Jardim Privê das Caldas,75689-530
Rua JPC 3,,,11,57,Jardim Privê das Caldas,75689-532
Rua JPC 4,,,11,57,Jardim Privê das Caldas,75689-534
Rua JPC 5,,,11,57,Jardim Privê das Caldas,75689-536
Rua JPC 20B,,,11,57,Jardim Privê das Caldas,75689-538
Avenida Saint Hilarie,,,11,57,Jardim Privê das Caldas,75689-540
Praça das Flores,,,11,57,Jardim Privê das Caldas,75689-541
Rua JPC 20A,,,11,57,Jardim Privê das Caldas,75689-542
Rua JPC 20C,,,11,57,Jardim Privê das Caldas,75689-544
Rua JPC 20D,,,11,57,Jardim Privê das Caldas,75689-546
Rua JPC 6,,,11,57,Jardim Privê das Caldas,75689-548
Rua JPC 20E,,,11,57,Jardim Privê das Caldas,75689-550
Rua JPC 20F,,,11,57,Jardim Privê das Caldas,75689-552
Rua JPC 20G,,,11,57,Jardim Privê das Caldas,75689-554
Rua JPC 7,,,11,57,Jardim Privê das Caldas,75689-556
Rua JPC 8,,,11,57,Jardim Privê das Caldas,75689-558
Rua JPC 9,,,11,57,Jardim Privê das Caldas,75689-560
Rua JPC 13A,,,11,57,Jardim Privê das Caldas,75689-562
Rua JPC 10,,,11,57,Jardim Privê das Caldas,75689-564
Rua JPC 11,,,11,57,Jardim Privê das Caldas,75689-566
Rua JPC 11A,,,11,57,Jardim Privê das Caldas,75689-568
Rua JPC 13B,,,11,57,Jardim Privê das Caldas,75689-570
Rua JPC 13C,,,11,57,Jardim Privê das Caldas,75689-572
Rua JPC 11B,,,11,57,Jardim Privê das Caldas,75689-574
Rua JPC 11C,,,11,57,Jardim Privê das Caldas,75689-576
Rua JPC 11D,,,11,57,Jardim Privê das Caldas,75689-578
Rua JPC 11E,,,11,57,Jardim Privê das Caldas,75689-580
Rua JPC 11F,,,11,57,Jardim Privê das Caldas,75689-582
Rua JPC 11G,,,11,57,Jardim Privê das Caldas,75689-584
Rua JPC 27,,,11,57,Jardim Privê das Caldas,75689-586
Rua JPC 28,,,11,57,Jardim Privê das Caldas,75689-588
Rua JPC 29,,,11,57,Jardim Privê das Caldas,75689-590
Rua JPC 30,,,11,57,Jardim Privê das Caldas,75689-592
Rua JPC 31,,,11,57,Jardim Privê das Caldas,75689-594
Rua JPC 32,,,11,57,Jardim Privê das Caldas,75689-596
Rua JPC 27A,,,11,57,Jardim Privê das Caldas,75689-598
Rua Américo Ribeiro de Lima,,,11,60,Jardim Tangará,75689-600
Rua JT 10,,,11,60,Jardim Tangará,75689-603
Rua JT 7,,,11,60,Jardim Tangará,75689-606
Rua JT 6,,,11,60,Jardim Tangará,75689-609
Rua JT 5,,,11,60,Jardim Tangará,75689-612
Rua JT 4,,,11,60,Jardim Tangará,75689-615
Rua JT 3,,,11,60,Jardim Tangará,75689-618
Rua JT 2,,,11,60,Jardim Tangará,75689-621
Rua JT 1,,,11,60,Jardim Tangará,75689-624
Rua Antônio Antenor Rodovalho,,,11,60,Jardim Tangará,75689-627
Rua Desembargador Jorge Salomão,,,11,60,Jardim Tangará,75689-630
Rua Engenheiro Varderci Simão Nascimento,,,11,60,Jardim Tangará,75689-633
Rua Doutor Wellington Seabra Guimarães,,,11,60,Jardim Tangará,75689-636
Rua José Roriz de Paiva,,,11,60,Jardim Tangará,75689-639
Rua JT 8,,,11,60,Jardim Tangará,75689-642
Rua JT 9,,,11,60,Jardim Tangará,75689-645
Avenida Mirian Caixeta Bandeira,,,11,60,Jardim Tangará,75689-648
Rua Amauri Gerim de Amorim,,,11,60,Jardim Tangará,75689-651
Rua Achiles de Pina Filho,,,11,60,Jardim Tangará,75689-654
Rua Carlos de Pina Junior,,,11,60,Jardim Tangará,75689-657
Rua Doutor Oton Teles de Oliveira,,,11,60,Jardim Tangará,75689-660
Rua JT 11,,,11,60,Jardim Tangará,75689-663
Rua CL 2,,,11,60,Jardim Tangará,75689-666
Rua Eladir Pimentel,,,11,84,Parque Residencial Holliday,75689-670
Rua Olímpio de Oliveira,,,11,84,Parque Residencial Holliday,75689-672
Rua Joaquim Firmino dos Reis,,,11,84,Parque Residencial Holliday,75689-674
Rua Doutor Manoel Caixeta Ramos,,,11,84,Parque Residencial Holliday,75689-676
Avenida Antônio Augusto Bandeira,,,11,84,Parque Residencial Holliday,75689-678
Rua Antônio Antenor Rodovalho,,,11,84,Parque Residencial Holliday,75689-680
Rua Desembargador Jorge Salomão,,,11,84,Parque Residencial Holliday,75689-682
Rua Engenheiro Varderci Simão Nascimento,,,11,84,Parque Residencial Holliday,75689-684
Rua Doutor Wellington Seabra Guimarães,,,11,84,Parque Residencial Holliday,75689-686
Rua José Roriz de Paiva,,,11,84,Parque Residencial Holliday,75689-688
Avenida Mirian Caixeta Bandeira,,,11,84,Parque Residencial Holliday,75689-690
Rua Amauri Gerim de Amorim,,,11,84,Parque Residencial Holliday,75689-692
Rua Achiles de Pina Filho,,,11,84,Parque Residencial Holliday,75689-694
Rua Carlos de Pina Junior,,,11,84,Parque Residencial Holliday,75689-696
Rua Doutor Oton Teles de Oliveira,,,11,84,Parque Residencial Holliday,75689-698
Rua Ivon da Cunha Bastos,,,11,84,Parque Residencial Holliday,75689-700
Rua Orlando Rodrigues da Cunha,,,11,84,Parque Residencial Holliday,75689-702
Rua Teófilo Venâncio de Faria,,,11,84,Parque Residencial Holliday,75689-704
Rua Geny Rodrigues de Souza,,,11,84,Parque Residencial Holliday,75689-706
Rua Sinhozinho,,,11,84,Parque Residencial Holliday,75689-708
Rua CL 17,,,11,93,Residencial Caminho do Lago,75689-710
Rua Geny Rodrigues de Souza,,,11,93,Residencial Caminho do Lago,75689-712
Rua CL 10,,,11,93,Residencial Caminho do Lago,75689-714
Rua CL 4,,,11,93,Residencial Caminho do Lago,75689-716
Avenida Antônio Augusto Bandeira,,,11,93,Residencial Caminho do Lago,75689-718
Rua CL 11,,,11,93,Residencial Caminho do Lago,75689-720
Rua CL 9,,,11,93,Residencial Caminho do Lago,75689-722
Rua CL 8,,,11,93,Residencial Caminho do Lago,75689-724
Rua CL 7,,,11,93,Residencial Caminho do Lago,75689-726
Rua CL 5,,,11,93,Residencial Caminho do Lago,75689-728
Rua CL 6,,,11,93,Residencial Caminho do Lago,75689-730
Rua CL 3,,,11,93,Residencial Caminho do Lago,75689-732
Rua CL 2,,,11,93,Residencial Caminho do Lago,75689-734
Rua CL 1,,,11,93,Residencial Caminho do Lago,75689-736
Rua CL 12,,,11,93,Residencial Caminho do Lago,75689-738
Avenida Central,,,11,93,Residencial Caminho do Lago,75689-740
Rua CL 13,,,11,93,Residencial Caminho do Lago,75689-742
Avenida Caminho do Lago,,,11,93,Residencial Caminho do Lago,75689-744
Rua CL 15,,,11,93,Residencial Caminho do Lago,75689-746
Rua CL 18,,,11,93,Residencial Caminho do Lago,75689-748
Rua CL 16,,,11,93,Residencial Caminho do Lago,75689-750
Rua CL 14,,,11,93,Residencial Caminho do Lago,75689-752
Rua CL 19,,,11,93,Residencial Caminho do Lago,75689-754
Rua CL 21,,,11,93,Residencial Caminho do Lago,75689-756
Rua CL 20,,,11,93,Residencial Caminho do Lago,75689-758
Rua CL 20,,,11,111,Residencial Recanto de Caldas,75689-760
Rua CL 21,,,11,111,Residencial Recanto de Caldas,75689-762
Rua RC 1,,,11,111,Residencial Recanto de Caldas,75689-764
Rua CL 11,,,11,111,Residencial Recanto de Caldas,75689-766
Rua RC 2,,,11,111,Residencial Recanto de Caldas,75689-768
Rua RC 3,,,11,111,Residencial Recanto de Caldas,75689-770
Rua RC 5,,,11,111,Residencial Recanto de Caldas,75689-772
Rua RC 4,,,11,111,Residencial Recanto de Caldas,75689-774
Avenida Ayrton Senna da Silva,,,11,111,Residencial Recanto de Caldas,75689-776
Rua RC 7,,,11,111,Residencial Recanto de Caldas,75689-778
Rua RC 6,,,11,111,Residencial Recanto de Caldas,75689-780
Rua RC 8,,,11,111,Residencial Recanto de Caldas,75689-782
Rua RC 9,,,11,111,Residencial Recanto de Caldas,75689-784
Rua RC 11A,,,11,111,Residencial Recanto de Caldas,75689-786
Rua RC 11,,,11,111,Residencial Recanto de Caldas,75689-788
Rua RC 10A,,,11,111,Residencial Recanto de Caldas,75689-790
Rua RC 10,,,11,111,Residencial Recanto de Caldas,75689-792
Rua RC 13,,,11,111,Residencial Recanto de Caldas,75689-794
Rua RC 12,,,11,111,Residencial Recanto de Caldas,75689-796
Rua RC 14,,,11,111,Residencial Recanto de Caldas,75689-798
Rua RC 15,,,11,111,Residencial Recanto de Caldas,75689-800
Rua RC 16,,,11,111,Residencial Recanto de Caldas,75689-802
Rua RC 17,,,11,111,Residencial Recanto de Caldas,75689-804
Rua RC 18,,,11,111,Residencial Recanto de Caldas,75689-806
Avenida JK,,,11,111,Residencial Recanto de Caldas,75689-808
Rua RC 21,,,11,111,Residencial Recanto de Caldas,75689-810
Rua RC 23,,,11,111,Residencial Recanto de Caldas,75689-812
Rua RC 24,,,11,111,Residencial Recanto de Caldas,75689-814
Rua RC 25,,,11,111,Residencial Recanto de Caldas,75689-816
Rua RC 27,,,11,111,Residencial Recanto de Caldas,75689-818
Rua RC 28,,,11,111,Residencial Recanto de Caldas,75689-820
Rua RC 31,,,11,111,Residencial Recanto de Caldas,75689-822
Rua RC 26,,,11,111,Residencial Recanto de Caldas,75689-824
Rua RC 29,,,11,111,Residencial Recanto de Caldas,75689-826
Rua RC 30,,,11,111,Residencial Recanto de Caldas,75689-828
Avenida Tancredo Neves,,,11,111,Residencial Recanto de Caldas,75689-830
Rua RC 22,,,11,111,Residencial Recanto de Caldas,75689-832
Rua RC 32,,,11,111,Residencial Recanto de Caldas,75689-834
Rua RC 33,,,11,111,Residencial Recanto de Caldas,75689-836
Rua RC 20,,,11,111,Residencial Recanto de Caldas,75689-838
Rua RC 19,,,11,111,Residencial Recanto de Caldas,75689-840
Rua SM 20,,,11,27,Condomínio Sonho Meu,75689-850
Rua SM 22,,,11,27,Condomínio Sonho Meu,75689-853
Rua SM 23,,,11,27,Condomínio Sonho Meu,75689-856
Rua SM 27,,,11,27,Condomínio Sonho Meu,75689-859
Rua SM 24,,,11,27,Condomínio Sonho Meu,75689-862
Rua SM 25,,,11,27,Condomínio Sonho Meu,75689-865
Rua SM 26,,,11,27,Condomínio Sonho Meu,75689-868
Rua SM 21,,,11,27,Condomínio Sonho Meu,75689-871
Rua SM 19,,,11,27,Condomínio Sonho Meu,75689-874
Rua SM 18,,,11,27,Condomínio Sonho Meu,75689-877
Rua SM 17,,,11,27,Condomínio Sonho Meu,75689-880
Rua SM 16,,,11,27,Condomínio Sonho Meu,75689-883
Rua RC 31,,,11,27,Condomínio Sonho Meu,75689-886
Avenida JK,,,11,27,Condomínio Sonho Meu,75689-889
Rua SM 1,,,11,27,Condomínio Sonho Meu,75689-892
Rua RC 31,,,11,116,Residencial Sonho Meu,75690-001
Rua SM 1,,,11,116,Residencial Sonho Meu,75690-004
Rua SM 15,,,11,116,Residencial Sonho Meu,75690-007
Rua SM 14,,,11,116,Residencial Sonho Meu,75690-010
Rua SM 13,,,11,116,Residencial Sonho Meu,75690-013
Rua SM 11,,,11,116,Residencial Sonho Meu,75690-016
Avenida JK,,,11,116,Residencial Sonho Meu,75690-019
Rua SM 2,,,11,116,Residencial Sonho Meu,75690-022
Rua SM 3,,,11,116,Residencial Sonho Meu,75690-025
Rua SM 4,,,11,116,Residencial Sonho Meu,75690-028
Rua SM 5,,,11,116,Residencial Sonho Meu,75690-031
Rua SM 6,,,11,116,Residencial Sonho Meu,75690-034
Rua SM 7,,,11,116,Residencial Sonho Meu,75690-037
Rua SM 8,,,11,116,Residencial Sonho Meu,75690-040
Rua SM 9,,,11,116,Residencial Sonho Meu,75690-043
Rua SM 10,,,11,116,Residencial Sonho Meu,75690-046
Rua SM 12,,,11,116,Residencial Sonho Meu,75690-049
Alameda Sonho Meu,,,11,116,Residencial Sonho Meu,75690-052
Avenida JK,,,11,119,Residencial Vera Cruz,75690-060
Avenida C,,,11,119,Residencial Vera Cruz,75690-062
Rua C 1,,,11,119,Residencial Vera Cruz,75690-064
Avenida A,,,11,119,Residencial Vera Cruz,75690-066
Rua A 1,,,11,119,Residencial Vera Cruz,75690-068
Rua A 2,,,11,119,Residencial Vera Cruz,75690-070
Rua A 3,,,11,119,Residencial Vera Cruz,75690-072
Rua A 5,,,11,119,Residencial Vera Cruz,75690-074
Rua A 6,,,11,119,Residencial Vera Cruz,75690-076
Rua A 8,,,11,119,Residencial Vera Cruz,75690-078
Rua A 9,,,11,119,Residencial Vera Cruz,75690-080
Rua A 10,,,11,119,Residencial Vera Cruz,75690-082
Rua A 11,,,11,119,Residencial Vera Cruz,75690-084
Rua A 12,,,11,119,Residencial Vera Cruz,75690-086
Rua A 13,,,11,119,Residencial Vera Cruz,75690-088
Rua A 14,,,11,119,Residencial Vera Cruz,75690-090
Rua A 15,,,11,119,Residencial Vera Cruz,75690-092
Rua A 16,,,11,119,Residencial Vera Cruz,75690-094
Rua A 17,,,11,119,Residencial Vera Cruz,75690-096
Rua B,,,11,119,Residencial Vera Cruz,75690-098
Rua B 4,,,11,119,Residencial Vera Cruz,75690-100
Rua A 4,,,11,119,Residencial Vera Cruz,75690-102
Avenida D,,,11,119,Residencial Vera Cruz,75690-104
Rua B 3,,,11,119,Residencial Vera Cruz,75690-106
Rua B 2,,,11,119,Residencial Vera Cruz,75690-108
Rua A 7,,,11,119,Residencial Vera Cruz,75690-110
Rua B,,,11,101,Residencial Lago de Cristal,75690-120
Rua RC 8,,,11,101,Residencial Lago de Cristal,75690-122
Rua 1,,,11,101,Residencial Lago de Cristal,75690-124
Rua 16,,,11,101,Residencial Lago de Cristal,75690-126
Rua 15,,,11,101,Residencial Lago de Cristal,75690-128
Rua 17,,,11,101,Residencial Lago de Cristal,75690-130
Rua 2,,,11,101,Residencial Lago de Cristal,75690-132
Rua 3,,,11,101,Residencial Lago de Cristal,75690-134
Rua 14,,,11,101,Residencial Lago de Cristal,75690-136
Rua 4,,,11,101,Residencial Lago de Cristal,75690-138
Rua 5,,,11,101,Residencial Lago de Cristal,75690-140
Avenida A,,,11,101,Residencial Lago de Cristal,75690-142
Rua 7,,,11,101,Residencial Lago de Cristal,75690-144
Rua 8,,,11,101,Residencial Lago de Cristal,75690-146
Rua 9,,,11,101,Residencial Lago de Cristal,75690-148
Rua 10,,,11,101,Residencial Lago de Cristal,75690-150
Rua 13,,,11,101,Residencial Lago de Cristal,75690-152
Rua 12,,,11,101,Residencial Lago de Cristal,75690-154
Rua 6,,,11,101,Residencial Lago de Cristal,75690-156
Rua 11,,,11,101,Residencial Lago de Cristal,75690-158
Rua 18,,,11,101,Residencial Lago de Cristal,75690-160
Rua 19,,,11,101,Residencial Lago de Cristal,75690-162
Rua 27,,,11,101,Residencial Lago de Cristal,75690-164
Rua 26,,,11,101,Residencial Lago de Cristal,75690-166
Rua 20,,,11,101,Residencial Lago de Cristal,75690-168
Rua 21,,,11,101,Residencial Lago de Cristal,75690-170
Rua 22,,,11,101,Residencial Lago de Cristal,75690-172
Rua 25,,,11,101,Residencial Lago de Cristal,75690-174
Rua 23,,,11,101,Residencial Lago de Cristal,75690-176
Rua 24,,,11,101,Residencial Lago de Cristal,75690-178
Rua 28,,,11,101,Residencial Lago de Cristal,75690-180
Rua 29,,,11,101,Residencial Lago de Cristal,75690-182
Rua 30,,,11,101,Residencial Lago de Cristal,75690-184
Rua 31,,,11,101,Residencial Lago de Cristal,75690-186
Rua 32,,,11,101,Residencial Lago de Cristal,75690-188
Rua 36,,,11,101,Residencial Lago de Cristal,75690-190
Rua 33,,,11,101,Residencial Lago de Cristal,75690-192
Rua 34,,,11,101,Residencial Lago de Cristal,75690-194
Rua 35,,,11,101,Residencial Lago de Cristal,75690-196
Rua 37,,,11,101,Residencial Lago de Cristal,75690-198
Avenida A,,,11,114,Residencial Santa Cruz,75690-200
Rua 17,,,11,114,Residencial Santa Cruz,75690-203
Rua 7,,,11,114,Residencial Santa Cruz,75690-206
Rua 8,,,11,114,Residencial Santa Cruz,75690-209
Rua 5,,,11,114,Residencial Santa Cruz,75690-212
Rua 9,,,11,114,Residencial Santa Cruz,75690-214
Rua 6,,,11,114,Residencial Santa Cruz,75690-215
Rua 4,,,11,114,Residencial Santa Cruz,75690-221
Rua 3,,,11,114,Residencial Santa Cruz,75690-224
Rua 2,,,11,114,Residencial Santa Cruz,75690-227
Rua 1,,,11,114,Residencial Santa Cruz,75690-230
Alameda Corumbá,,,11,17,Condomínio Mansões Ilha Bela,75691-000
Via Kerigma,,,11,12,Condomínio Àgua Viva,75691-020
Via Manahim,,,11,12,Condomínio Àgua Viva,75691-023
Via Monte Horebe,,,11,12,Condomínio Àgua Viva,75691-026
Via Canaã,,,11,12,Condomínio Àgua Viva,75691-029
Via Monte das Oliveiras,,,11,12,Condomínio Àgua Viva,75691-032
Via Koynonia,,,11,12,Condomínio Àgua Viva,75691-035
Via Shalom,,,11,12,Condomínio Àgua Viva,75691-038
Via Shekinah,,,11,12,Condomínio Àgua Viva,75691-041
Avenida A,,,11,112,Residencial Recanto do Lago,75691-150
Rua 1,,,11,112,Residencial Recanto do Lago,75691-153
Rua 14,,,11,112,Residencial Recanto do Lago,75691-156
